date,open,high,low,close
2016-11-28,45.43,47.65,45.14,47.08
2016-11-29,46.88,46.98,44.82,45.23
2016-11-30,45.24,49.9,45.22,49.44
2016-12-01,49.07,51.8,48.98,51.06
2016-12-02,51.01,51.73,50.18,51.68
2016-12-05,51.46,52.42,50.93,51.79
2016-12-06,50.97,51.6,50.28,50.93
2016-12-07,50.93,51.2,49.72,49.77
2016-12-08,49.88,50.98,49.61,50.84
2016-12-09,50.92,51.66,50.86,51.5
2016-12-12,52.58,54.51,52.18,52.83
2016-12-13,52.51,53.41,52.35,52.98
2016-12-14,52.45,52.78,50.67,51.04
2016-12-15,50.79,51.48,49.95,50.9
2016-12-16,51.1,52.08,50.5,51.9
2016-12-19,52.15,52.52,51.51,52.12
2016-12-20,52.11,52.7,51.85,52.23
2016-12-21,53.56,53.79,52.32,52.49
2016-12-22,52.52,53.19,52.08,52.95
2016-12-23,52.68,53.28,52.26,53.02
2016-12-27,53.29,54.1,53.03,53.9
2016-12-28,53.93,54.37,53.56,54.06
2016-12-29,53.66,54.21,53.46,53.77
2016-12-30,53.87,54.09,53.41,53.72
2017-01-03,54.2,55.24,52.11,52.33
2017-01-04,52.49,53.43,52.15,53.26
2017-01-05,53.39,54.12,52.79,53.76
2017-01-06,53.73,54.32,53.32,53.99
2017-01-09,53.75,53.83,51.76,51.96
2017-01-10,51.83,52.37,50.71,50.82
2017-01-11,50.81,52.78,50.75,52.25
2017-01-12,52.37,53.5,52.12,53.01
2017-01-13,53.05,53.17,52.27,52.37
2017-01-17,52.55,53.52,52.12,52.48
2017-01-18,52.52,52.79,50.91,51.08
2017-01-19,51.39,51.87,51.02,51.37
2017-01-20,51.45,52.9,51.39,52.42
2017-01-23,53.33,53.47,52.21,52.75
2017-01-24,52.86,53.56,52.67,53.18
2017-01-25,52.95,53.47,52.56,52.75
2017-01-26,52.96,54.06,52.79,53.78
2017-01-27,53.74,54.08,52.58,53.17
2017-01-30,53.15,53.46,52.41,52.63
2017-01-31,52.6,53.56,52.24,52.81
2017-02-01,52.76,53.91,52.64,53.88
2017-02-02,53.57,54.34,53.35,53.54
2017-02-03,53.68,54.22,53.4,53.83
2017-02-06,53.81,54.13,52.91,53.01
2017-02-07,53.14,53.24,51.63,52.17
2017-02-08,51.64,52.67,51.22,52.34
2017-02-09,52.37,53.21,52.37,53.0
2017-02-10,53.15,54.13,52.9,53.86
2017-02-13,53.8,53.95,52.77,52.93
2017-02-14,52.91,53.72,52.86,53.2
2017-02-15,53.0,53.51,52.73,53.11
2017-02-16,53.01,53.59,52.68,53.36
2017-02-17,53.47,53.52,52.88,53.4
2017-02-21,53.48,54.68,53.35,54.06
2017-02-22,54.26,54.6,53.35,53.59
2017-02-23,53.91,54.94,53.87,54.45
2017-02-24,54.33,54.51,53.76,53.99
2017-02-27,54.02,54.61,53.94,54.05
2017-02-28,54.04,54.23,53.18,54.01
2017-03-01,53.95,54.44,53.63,53.83
2017-03-02,53.69,53.8,52.54,52.61
2017-03-03,52.58,53.39,52.55,53.33
2017-03-06,53.19,53.56,52.76,53.2
